user_id,relation_type,identifier,relation_weight
U0000143,withdraw_address,WITHDRAW_ADDRESS_0003809,1.0
U0000143,ip,IP_0002951,0.25
U0001753,device,DEVICE_0004306,1.0
U0001753,email,EMAIL_0005107,0.85
U0001753,mobile,MOBILE_0005475,0.95
U0001753,kyc_id,KYC_ID_0000241,1.0
U0001753,withdraw_address,WITHDRAW_ADDRESS_0005525,1.0
U0001753,ip,IP_0002266,0.25
U0003467,device,DEVICE_0002660,1.0
U0003467,email,EMAIL_0002811,0.85
U0003467,mobile,MOBILE_0002980,0.95
U0003467,kyc_id,KYC_ID_0008600,1.0
U0003467,withdraw_address,WITHDRAW_ADDRESS_0004444,1.0
U0003467,ip,IP_0002087,0.25
U0002079,device,DEVICE_0005845,1.0
U0002079,email,EMAIL_0002391,0.85
U0002079,mobile,MOBILE_0003767,0.95
U0002079,kyc_id,KYC_ID_0009390,1.0
U0002079,withdraw_address,WITHDRAW_ADDRESS_0004324,1.0
U0002079,ip,IP_0001181,0.25
U0002294,device,DEVICE_0000963,1.0
U0002294,email,EMAIL_0008746,0.85
U0002294,mobile,MOBILE_0004048,0.95
U0002294,kyc_id,KYC_ID_0000270,1.0
U0002294,withdraw_address,WITHDRAW_ADDRESS_0003205,1.0
U0002294,ip,IP_0001174,0.25
U0008478,device,DEVICE_0003680,1.0
U0008478,email,EMAIL_0004067,0.85
U0008478,mobile,MOBILE_0005036,0.95
U0008478,kyc_id,KYC_ID_0004488,1.0
U0008478,withdraw_address,WITHDRAW_ADDRESS_0005399,1.0
U0008478,ip,IP_0002081,0.25
U0005858,device,DEVICE_0006159,1.0
U0005858,email,EMAIL_0003300,0.85
U0005858,mobile,MOBILE_0006491,0.95
U0005858,kyc_id,KYC_ID_0007283,1.0
U0005858,withdraw_address,WITHDRAW_ADDRESS_0004461,1.0
U0005858,ip,IP_0000640,0.25
U0005858,ip,IP_0002658,0.25
U0001250,device,DEVICE_0000090,1.0
U0001250,email,EMAIL_0003431,0.85
U0001250,mobile,MOBILE_0001902,0.95
U0001250,kyc_id,KYC_ID_0003734,1.0
U0001250,withdraw_address,WITHDRAW_ADDRESS_0000447,1.0
U0001250,ip,IP_0001216,0.25
U0005168,device,DEVICE_0005663,1.0
U0005168,email,EMAIL_0006951,0.85
U0005168,mobile,MOBILE_0000435,0.95
U0005168,kyc_id,KYC_ID_0005904,1.0
U0005168,withdraw_address,WITHDRAW_ADDRESS_0003651,1.0
U0005168,ip,IP_0002168,0.25
U0008823,device,DEVICE_0003080,1.0
U0008823,email,EMAIL_0002807,0.85
U0008823,mobile,MOBILE_0004941,0.95
U0008823,kyc_id,KYC_ID_0006928,1.0
U0008823,withdraw_address,WITHDRAW_ADDRESS_0007112,1.0
U0008823,ip,IP_0002113,0.25
U0001449,device,DEVICE_0004920,1.0
U0001449,email,EMAIL_0006710,0.85
U0001449,mobile,MOBILE_0006666,0.95
U0001449,kyc_id,KYC_ID_0006568,1.0
U0001449,withdraw_address,WITHDRAW_ADDRESS_0003895,1.0
U0001449,ip,IP_0000698,0.25
U0001449,device,DEVICE_0002911,1.0
U0001449,ip,IP_0002123,0.25
U0000093,device,DEVICE_0001713,1.0
U0000093,email,EMAIL_0001755,0.85
U0000093,mobile,MOBILE_0006744,0.95
U0000093,kyc_id,KYC_ID_0007788,1.0
U0000093,withdraw_address,WITHDRAW_ADDRESS_0005864,1.0
U0000093,ip,IP_0000501,0.25
U0000249,device,DEVICE_0006119,1.0
U0000249,email,EMAIL_0005439,0.85
U0000249,mobile,MOBILE_0006870,0.95
U0000249,kyc_id,KYC_ID_0007448,1.0
U0000249,withdraw_address,WITHDRAW_ADDRESS_0000310,1.0
U0000249,ip,IP_0000128,0.25
U0003693,device,DEVICE_0002791,1.0
U0003693,email,EMAIL_0006962,0.85
U0003693,mobile,MOBILE_0005235,0.95
U0003693,kyc_id,KYC_ID_0007313,1.0
U0003693,withdraw_address,WITHDRAW_ADDRESS_0005098,1.0
U0003693,ip,IP_0000143,0.25
U0008154,device,DEVICE_0000472,1.0
U0008154,email,EMAIL_0000244,0.85
U0008154,mobile,MOBILE_0005540,0.95
U0008154,kyc_id,KYC_ID_0005205,1.0
U0008154,withdraw_address,WITHDRAW_ADDRESS_0006662,1.0
U0008154,ip,IP_0002630,0.25
U0009253,device,DEVICE_0002084,1.0
U0009253,email,EMAIL_0004344,0.85
U0009253,mobile,MOBILE_0002044,0.95
U0009253,kyc_id,KYC_ID_0000866,1.0
U0009253,withdraw_address,WITHDRAW_ADDRESS_0003269,1.0
U0009253,ip,IP_0000139,0.25
U0009253,withdraw_address,WITHDRAW_ADDRESS_0002821,1.0
U0001498,device,DEVICE_0005085,1.0
U0001498,email,EMAIL_0002001,0.85
U0001498,mobile,MOBILE_0001836,0.95
U0001498,kyc_id,KYC_ID_0004482,1.0
U0001498,withdraw_address,WITHDRAW_ADDRESS_0005382,1.0
U0001498,ip,IP_0002884,0.25
U0006907,device,DEVICE_0005466,1.0
U0006907,email,EMAIL_0004442,0.85
U0006907,mobile,MOBILE_0002388,0.95
U0006907,kyc_id,KYC_ID_0007216,1.0
U0006907,withdraw_address,WITHDRAW_ADDRESS_0000719,1.0
U0006907,ip,IP_0002141,0.25
U0006907,ip,IP_0002793,0.25
U0003453,device,DEVICE_0003920,1.0
U0003453,email,EMAIL_0008624,0.85
U0003453,mobile,MOBILE_0002193,0.95
U0003453,kyc_id,KYC_ID_0002901,1.0
U0003453,withdraw_address,WITHDRAW_ADDRESS_0005802,1.0
U0003453,ip,IP_0000302,0.25
U0006769,device,DEVICE_0005280,1.0
U0006769,email,EMAIL_0002084,0.85
U0006769,mobile,MOBILE_0003769,0.95
U0006769,kyc_id,KYC_ID_0008342,1.0
U0006769,withdraw_address,WITHDRAW_ADDRESS_0003613,1.0
U0006769,ip,IP_0000049,0.25
U0006769,ip,IP_0001923,0.25
U0008720,device,DEVICE_0003898,1.0
U0008720,email,EMAIL_0000824,0.85
U0008720,mobile,MOBILE_0006532,0.95
U0008720,kyc_id,KYC_ID_0003894,1.0
U0008720,withdraw_address,WITHDRAW_ADDRESS_0007577,1.0
U0008720,ip,IP_0002224,0.25
U0003111,device,DEVICE_0005699,1.0
U0003111,email,EMAIL_0008412,0.85
U0003111,mobile,MOBILE_0008828,0.95
U0003111,kyc_id,KYC_ID_0000853,1.0
U0003111,withdraw_address,WITHDRAW_ADDRESS_0004706,1.0
U0003111,ip,IP_0003392,0.25
U0000133,device,DEVICE_0003970,1.0
U0000133,email,EMAIL_0005843,0.85
U0000133,mobile,MOBILE_0007413,0.95
U0000133,kyc_id,KYC_ID_0004255,1.0
U0000133,withdraw_address,WITHDRAW_ADDRESS_0005136,1.0
U0000133,ip,IP_0000197,0.25
U0000133,device,DEVICE_0005705,1.0
U0005247,device,DEVICE_0004081,1.0
U0005247,email,EMAIL_0001361,0.85
U0005247,mobile,MOBILE_0009275,0.95
U0005247,kyc_id,KYC_ID_0002067,1.0
U0005247,withdraw_address,WITHDRAW_ADDRESS_0003684,1.0
U0005247,ip,IP_0002737,0.25
U0004051,device,DEVICE_0001440,1.0
U0004051,email,EMAIL_0002960,0.85
U0004051,mobile,MOBILE_0005098,0.95
U0004051,kyc_id,KYC_ID_0000521,1.0
U0004051,withdraw_address,WITHDRAW_ADDRESS_0001605,1.0
U0004051,ip,IP_0001278,0.25
U0004051,ip,IP_0002317,0.25
U0005200,device,DEVICE_0003579,1.0
U0005200,email,EMAIL_0003156,0.85
U0005200,mobile,MOBILE_0007123,0.95
U0005200,kyc_id,KYC_ID_0003743,1.0
U0005200,withdraw_address,WITHDRAW_ADDRESS_0000875,1.0
U0005200,ip,IP_0000726,0.25
U0005357,device,DEVICE_0004047,1.0
U0005357,email,EMAIL_0007727,0.85
U0005357,mobile,MOBILE_0001760,0.95
U0005357,kyc_id,KYC_ID_0001230,1.0
U0005357,withdraw_address,WITHDRAW_ADDRESS_0007374,1.0
U0005357,ip,IP_0000868,0.25
U0007193,device,DEVICE_0003023,1.0
U0007193,email,EMAIL_0004232,0.85
U0007193,mobile,MOBILE_0005627,0.95
U0007193,kyc_id,KYC_ID_0006346,1.0
U0007193,withdraw_address,WITHDRAW_ADDRESS_0001434,1.0
U0007193,ip,IP_0002562,0.25
U0007193,withdraw_address,WITHDRAW_ADDRESS_0001686,1.0
U0004366,device,DEVICE_0003868,1.0
U0004366,email,EMAIL_0003705,0.85
U0004366,mobile,MOBILE_0003131,0.95
U0004366,kyc_id,KYC_ID_0003330,1.0
U0004366,withdraw_address,WITHDRAW_ADDRESS_0005305,1.0
U0004366,ip,IP_0002826,0.25
U0001553,device,DEVICE_0002435,1.0
U0001553,email,EMAIL_0000975,0.85
U0001553,mobile,MOBILE_0001726,0.95
U0001553,kyc_id,KYC_ID_0001238,1.0
U0001553,withdraw_address,WITHDRAW_ADDRESS_0003947,1.0
U0001553,ip,IP_0003186,0.25
U0001553,ip,IP_0002070,0.25
U0000838,device,DEVICE_0003338,1.0
U0000838,email,EMAIL_0003758,0.85
U0000838,mobile,MOBILE_0004969,0.95
U0000838,kyc_id,KYC_ID_0009084,1.0
U0000838,withdraw_address,WITHDRAW_ADDRESS_0003764,1.0
U0000838,ip,IP_0000005,0.25
U0003728,device,DEVICE_0006276,1.0
U0003728,email,EMAIL_0000891,0.85
U0003728,mobile,MOBILE_0008378,0.95
U0003728,kyc_id,KYC_ID_0008696,1.0
U0003728,withdraw_address,WITHDRAW_ADDRESS_0002865,1.0
U0003728,ip,IP_0000381,0.25
U0003728,device,DEVICE_0003845,1.0
U0005750,device,DEVICE_0000520,1.0
U0005750,email,EMAIL_0007815,0.85
U0005750,mobile,MOBILE_0008250,0.95
U0005750,kyc_id,KYC_ID_0007290,1.0
U0005750,withdraw_address,WITHDRAW_ADDRESS_0001184,1.0
U0005750,ip,IP_0003022,0.25
U0001010,device,DEVICE_0001817,1.0
U0001010,email,EMAIL_0005282,0.85
U0001010,mobile,MOBILE_0005706,0.95
U0001010,kyc_id,KYC_ID_0002357,1.0
U0001010,withdraw_address,WITHDRAW_ADDRESS_0003299,1.0
U0001010,ip,IP_0003331,0.25
U0001010,withdraw_address,WITHDRAW_ADDRESS_0001937,1.0
U0006209,device,DEVICE_0004047,1.0
U0006209,email,EMAIL_0006020,0.85
U0006209,mobile,MOBILE_0004535,0.95
U0006209,kyc_id,KYC_ID_0000184,1.0
U0006209,withdraw_address,WITHDRAW_ADDRESS_0007580,1.0
U0006209,ip,IP_0002083,0.25
U0006209,device,DEVICE_0000448,1.0
U0006209,ip,IP_0000752,0.25
U0006209,withdraw_address,WITHDRAW_ADDRESS_0000307,1.0
U0001171,device,DEVICE_0003555,1.0
U0001171,email,EMAIL_0004528,0.85
U0001171,mobile,MOBILE_0003518,0.95
U0001171,kyc_id,KYC_ID_0008676,1.0
U0001171,withdraw_address,WITHDRAW_ADDRESS_0002404,1.0
U0001171,ip,IP_0003136,0.25
U0001171,ip,IP_0001453,0.25
U0007162,device,DEVICE_0003292,1.0
U0007162,email,EMAIL_0001683,0.85
U0007162,mobile,MOBILE_0002024,0.95
U0007162,kyc_id,KYC_ID_0002378,1.0
U0007162,withdraw_address,WITHDRAW_ADDRESS_0000299,1.0
U0007162,ip,IP_0001572,0.25
U0007162,ip,IP_0001441,0.25
U0006821,device,DEVICE_0005136,1.0
U0006821,email,EMAIL_0000968,0.85
U0006821,mobile,MOBILE_0000072,0.95
U0006821,kyc_id,KYC_ID_0003496,1.0
U0006821,withdraw_address,WITHDRAW_ADDRESS_0002597,1.0
U0006821,ip,IP_0002823,0.25
U0006821,ip,IP_0000645,0.25
U0005759,device,DEVICE_0000322,1.0
U0005759,email,EMAIL_0001147,0.85
U0005759,mobile,MOBILE_0001102,0.95
U0005759,kyc_id,KYC_ID_0004366,1.0
U0005759,withdraw_address,WITHDRAW_ADDRESS_0001189,1.0
U0005759,ip,IP_0002675,0.25
U0009319,device,DEVICE_0000886,1.0
U0009319,email,EMAIL_0003544,0.85
U0009319,mobile,MOBILE_0000510,0.95
U0009319,kyc_id,KYC_ID_0008998,1.0
U0009319,withdraw_address,WITHDRAW_ADDRESS_0005081,1.0
U0009319,ip,IP_0001578,0.25
U0005052,device,DEVICE_0000177,1.0
U0005052,email,EMAIL_0006613,0.85
U0005052,mobile,MOBILE_0006225,0.95
U0005052,kyc_id,KYC_ID_0003391,1.0
U0005052,withdraw_address,WITHDRAW_ADDRESS_0006232,1.0
U0005052,ip,IP_0002974,0.25
U0005052,ip,IP_0001209,0.25
U0007376,device,DEVICE_0001567,1.0
U0007376,email,EMAIL_0004435,0.85
U0007376,mobile,MOBILE_0006700,0.95
U0007376,kyc_id,KYC_ID_0007514,1.0
U0007376,withdraw_address,WITHDRAW_ADDRESS_0003856,1.0
U0007376,ip,IP_0000508,0.25
U0005306,device,DEVICE_0005036,1.0
U0005306,email,EMAIL_0002117,0.85
U0005306,mobile,MOBILE_0002500,0.95
U0005306,kyc_id,KYC_ID_0009625,1.0
U0005306,withdraw_address,WITHDRAW_ADDRESS_0002324,1.0
U0005306,ip,IP_0001318,0.25
U0003509,device,DEVICE_0002692,1.0
U0003509,email,EMAIL_0005905,0.85
U0003509,mobile,MOBILE_0009228,0.95
U0003509,kyc_id,KYC_ID_0007663,1.0
U0003509,withdraw_address,WITHDRAW_ADDRESS_0002208,1.0
U0003509,ip,IP_0000436,0.25
U0002103,device,DEVICE_0006038,1.0
U0002103,email,EMAIL_0009021,0.85
U0002103,mobile,MOBILE_0004258,0.95
U0002103,kyc_id,KYC_ID_0005624,1.0
U0002103,withdraw_address,WITHDRAW_ADDRESS_0004975,1.0
U0002103,ip,IP_0001559,0.25
U0002103,ip,IP_0001405,0.25
U0001704,device,DEVICE_0000820,1.0
U0001704,email,EMAIL_0000846,0.85
U0001704,mobile,MOBILE_0006479,0.95
U0001704,kyc_id,KYC_ID_0005947,1.0
U0001704,withdraw_address,WITHDRAW_ADDRESS_0004077,1.0
U0001704,ip,IP_0003346,0.25
U0005770,device,DEVICE_0004249,1.0
U0005770,email,EMAIL_0004570,0.85
U0005770,mobile,MOBILE_0008406,0.95
U0005770,kyc_id,KYC_ID_0008949,1.0
U0005770,withdraw_address,WITHDRAW_ADDRESS_0001568,1.0
U0005770,ip,IP_0000054,0.25
U0005770,ip,IP_0002092,0.25
U0004367,device,DEVICE_0003153,1.0
U0004367,email,EMAIL_0009071,0.85
U0004367,mobile,MOBILE_0004853,0.95
U0004367,kyc_id,KYC_ID_0006988,1.0
U0004367,withdraw_address,WITHDRAW_ADDRESS_0003105,1.0
U0004367,ip,IP_0000818,0.25
U0002441,device,DEVICE_0000381,1.0
U0002441,email,EMAIL_0005762,0.85
U0002441,mobile,MOBILE_0003515,0.95
U0002441,kyc_id,KYC_ID_0001766,1.0
U0002441,withdraw_address,WITHDRAW_ADDRESS_0001506,1.0
U0002441,ip,IP_0002694,0.25
U0000403,device,DEVICE_0003350,1.0
U0000403,email,EMAIL_0000636,0.85
U0000403,mobile,MOBILE_0005430,0.95
U0000403,kyc_id,KYC_ID_0000265,1.0
U0000403,withdraw_address,WITHDRAW_ADDRESS_0005878,1.0
U0000403,ip,IP_0001037,0.25
U0008686,device,DEVICE_0003140,1.0
U0008686,email,EMAIL_0002486,0.85
U0008686,mobile,MOBILE_0008945,0.95
U0008686,kyc_id,KYC_ID_0000954,1.0
U0008686,withdraw_address,WITHDRAW_ADDRESS_0007051,1.0
U0008686,ip,IP_0003179,0.25
U0005005,device,DEVICE_0003105,1.0
U0005005,email,EMAIL_0001077,0.85
U0005005,mobile,MOBILE_0002229,0.95
U0005005,kyc_id,KYC_ID_0002679,1.0
U0005005,withdraw_address,WITHDRAW_ADDRESS_0005307,1.0
U0005005,ip,IP_0003019,0.25
U0005005,ip,IP_0002968,0.25
U0007627,device,DEVICE_0005779,1.0
U0007627,email,EMAIL_0007932,0.85
U0007627,mobile,MOBILE_0000852,0.95
U0007627,kyc_id,KYC_ID_0006296,1.0
U0007627,withdraw_address,WITHDRAW_ADDRESS_0006137,1.0
U0007627,ip,IP_0002362,0.25
U0003994,device,DEVICE_0001893,1.0
U0003994,email,EMAIL_0000205,0.85
U0003994,mobile,MOBILE_0007494,0.95
U0003994,kyc_id,KYC_ID_0002692,1.0
U0003994,withdraw_address,WITHDRAW_ADDRESS_0003421,1.0
U0003994,ip,IP_0003171,0.25
U0007554,device,DEVICE_0000276,1.0
U0007554,email,EMAIL_0005810,0.85
U0007554,mobile,MOBILE_0002230,0.95
U0007554,kyc_id,KYC_ID_0008205,1.0
U0007554,withdraw_address,WITHDRAW_ADDRESS_0007351,1.0
U0007554,ip,IP_0002536,0.25
U0008162,device,DEVICE_0004299,1.0
U0008162,email,EMAIL_0001354,0.85
U0008162,mobile,MOBILE_0006336,0.95
U0008162,kyc_id,KYC_ID_0000334,1.0
U0008162,withdraw_address,WITHDRAW_ADDRESS_0002833,1.0
U0008162,ip,IP_0001241,0.25
U0008162,ip,IP_0000427,0.25
U0004230,device,DEVICE_0003365,1.0
U0004230,email,EMAIL_0001499,0.85
U0004230,mobile,MOBILE_0006673,0.95
U0004230,kyc_id,KYC_ID_0005514,1.0
U0004230,withdraw_address,WITHDRAW_ADDRESS_0002873,1.0
U0004230,ip,IP_0002415,0.25
U0000942,device,DEVICE_0004714,1.0
U0000942,email,EMAIL_0002189,0.85
U0000942,mobile,MOBILE_0004679,0.95
U0000942,kyc_id,KYC_ID_0004933,1.0
U0000942,withdraw_address,WITHDRAW_ADDRESS_0005865,1.0
U0000942,ip,IP_0003249,0.25
U0001048,device,DEVICE_0005812,1.0
U0001048,email,EMAIL_0002241,0.85
U0001048,mobile,MOBILE_0001444,0.95
U0001048,kyc_id,KYC_ID_0001627,1.0
U0001048,withdraw_address,WITHDRAW_ADDRESS_0006269,1.0
U0001048,ip,IP_0000757,0.25
U0003114,device,DEVICE_0004456,1.0
U0003114,email,EMAIL_0007735,0.85
U0003114,mobile,MOBILE_0007383,0.95
U0003114,kyc_id,KYC_ID_0005048,1.0
U0003114,withdraw_address,WITHDRAW_ADDRESS_0001131,1.0
U0003114,ip,IP_0000081,0.25
U0001913,device,DEVICE_0000821,1.0
U0001913,email,EMAIL_0000504,0.85
U0001913,mobile,MOBILE_0001600,0.95
U0001913,kyc_id,KYC_ID_0000056,1.0
U0001913,withdraw_address,WITHDRAW_ADDRESS_0003391,1.0
U0001913,ip,IP_0000742,0.25
U0009416,device,DEVICE_0002047,1.0
U0009416,email,EMAIL_0004791,0.85
U0009416,mobile,MOBILE_0007469,0.95
U0009416,kyc_id,KYC_ID_0005553,1.0
U0009416,withdraw_address,WITHDRAW_ADDRESS_0005169,1.0
U0009416,ip,IP_0000665,0.25
U0009416,ip,IP_0001889,0.25
U0009890,device,DEVICE_0004316,1.0
U0009890,email,EMAIL_0008258,0.85
U0009890,mobile,MOBILE_0006956,0.95
U0009890,kyc_id,KYC_ID_0006846,1.0
U0009890,withdraw_address,WITHDRAW_ADDRESS_0004038,1.0
U0009890,ip,IP_0000194,0.25
U0009890,ip,IP_0003156,0.25
U0002172,device,DEVICE_0003415,1.0
U0002172,email,EMAIL_0005201,0.85
U0002172,mobile,MOBILE_0008092,0.95
U0002172,kyc_id,KYC_ID_0003737,1.0
U0002172,withdraw_address,WITHDRAW_ADDRESS_0007616,1.0
U0002172,ip,IP_0001396,0.25
U0001455,device,DEVICE_0005317,1.0
U0001455,email,EMAIL_0003943,0.85
U0001455,mobile,MOBILE_0008670,0.95
U0001455,kyc_id,KYC_ID_0001064,1.0
U0001455,withdraw_address,WITHDRAW_ADDRESS_0001799,1.0
U0001455,ip,IP_0002972,0.25
U0009175,device,DEVICE_0000658,1.0
U0009175,email,EMAIL_0004617,0.85
U0009175,mobile,MOBILE_0004346,0.95
U0009175,kyc_id,KYC_ID_0002065,1.0
U0009175,withdraw_address,WITHDRAW_ADDRESS_0006249,1.0
U0009175,ip,IP_0000773,0.25
U0008540,device,DEVICE_0001758,1.0
U0008540,email,EMAIL_0002670,0.85
U0008540,mobile,MOBILE_0005859,0.95
U0008540,kyc_id,KYC_ID_0008203,1.0
U0008540,withdraw_address,WITHDRAW_ADDRESS_0002693,1.0
U0008540,ip,IP_0000902,0.25
U0005233,device,DEVICE_0005159,1.0
U0005233,email,EMAIL_0001413,0.85
U0005233,mobile,MOBILE_0007301,0.95
U0005233,kyc_id,KYC_ID_0006078,1.0
U0005233,withdraw_address,WITHDRAW_ADDRESS_0005119,1.0
U0005233,ip,IP_0001274,0.25
U0002890,device,DEVICE_0001329,1.0
U0002890,email,EMAIL_0006582,0.85
U0002890,mobile,MOBILE_0003100,0.95
U0002890,kyc_id,KYC_ID_0001585,1.0
U0002890,withdraw_address,WITHDRAW_ADDRESS_0000885,1.0
U0002890,ip,IP_0003113,0.25
U0007365,device,DEVICE_0006279,1.0
U0007365,email,EMAIL_0000883,0.85
U0007365,mobile,MOBILE_0003178,0.95
U0007365,kyc_id,KYC_ID_0000301,1.0
U0007365,withdraw_address,WITHDRAW_ADDRESS_0002718,1.0
U0007365,ip,IP_0000341,0.25
U0005466,device,DEVICE_0004544,1.0
U0005466,email,EMAIL_0006530,0.85
U0005466,mobile,MOBILE_0008258,0.95
U0005466,kyc_id,KYC_ID_0003082,1.0
U0005466,withdraw_address,WITHDRAW_ADDRESS_0004804,1.0
U0005466,ip,IP_0002952,0.25
U0000505,device,DEVICE_0000567,1.0
U0000505,email,EMAIL_0000001,0.85
U0000505,mobile,MOBILE_0004264,0.95
U0000505,kyc_id,KYC_ID_0001924,1.0
U0000505,withdraw_address,WITHDRAW_ADDRESS_0000924,1.0
U0000505,ip,IP_0000792,0.25
U0001315,device,DEVICE_0003376,1.0
U0001315,email,EMAIL_0000103,0.85
U0001315,mobile,MOBILE_0000319,0.95
U0001315,kyc_id,KYC_ID_0006603,1.0
U0001315,withdraw_address,WITHDRAW_ADDRESS_0003554,1.0
U0001315,ip,IP_0001948,0.25
U0001315,device,DEVICE_0002357,1.0
U0006082,device,DEVICE_0004633,1.0
U0006082,email,EMAIL_0007765,0.85
U0006082,mobile,MOBILE_0001562,0.95
U0006082,kyc_id,KYC_ID_0002339,1.0
U0006082,withdraw_address,WITHDRAW_ADDRESS_0005327,1.0
U0006082,ip,IP_0000185,0.25
U0003135,device,DEVICE_0001539,1.0
U0003135,email,EMAIL_0001461,0.85
U0003135,mobile,MOBILE_0001129,0.95
U0003135,kyc_id,KYC_ID_0007031,1.0
U0003135,withdraw_address,WITHDRAW_ADDRESS_0007796,1.0
U0003135,ip,IP_0002916,0.25
U0003135,withdraw_address,WITHDRAW_ADDRESS_0002896,1.0
U0007738,device,DEVICE_0004047,1.0
U0007738,email,EMAIL_0008620,0.85
U0007738,mobile,MOBILE_0006260,0.95
U0007738,kyc_id,KYC_ID_0008635,1.0
U0007738,withdraw_address,WITHDRAW_ADDRESS_0006424,1.0
U0007738,ip,IP_0000350,0.25
U0001368,device,DEVICE_0001253,1.0
U0001368,email,EMAIL_0008850,0.85
U0001368,mobile,MOBILE_0003948,0.95
U0001368,kyc_id,KYC_ID_0001754,1.0
U0001368,withdraw_address,WITHDRAW_ADDRESS_0003965,1.0
U0001368,ip,IP_0000101,0.25
U0004464,device,DEVICE_0000456,1.0
U0004464,email,EMAIL_0002417,0.85
U0004464,mobile,MOBILE_0007250,0.95
U0004464,kyc_id,KYC_ID_0004017,1.0
U0004464,withdraw_address,WITHDRAW_ADDRESS_0002112,1.0
U0004464,ip,IP_0002814,0.25
U0006694,device,DEVICE_0002437,1.0
U0006694,email,EMAIL_0004201,0.85
U0006694,mobile,MOBILE_0005681,0.95
U0006694,kyc_id,KYC_ID_0006710,1.0
U0006694,withdraw_address,WITHDRAW_ADDRESS_0006301,1.0
U0006694,ip,IP_0001373,0.25
U0001521,device,DEVICE_0003394,1.0
U0001521,email,EMAIL_0007867,0.85
U0001521,mobile,MOBILE_0004933,0.95
U0001521,kyc_id,KYC_ID_0009572,1.0
U0001521,withdraw_address,WITHDRAW_ADDRESS_0000696,1.0
U0001521,ip,IP_0001157,0.25
U0008632,device,DEVICE_0003936,1.0
U0008632,email,EMAIL_0000405,0.85
U0008632,mobile,MOBILE_0000303,0.95
U0008632,kyc_id,KYC_ID_0003159,1.0
U0008632,withdraw_address,WITHDRAW_ADDRESS_0006716,1.0
U0008632,ip,IP_0001107,0.25
U0008632,ip,IP_0002822,0.25
U0009542,device,DEVICE_0000379,1.0
U0009542,email,EMAIL_0004588,0.85
U0009542,mobile,MOBILE_0007019,0.95
U0009542,kyc_id,KYC_ID_0006072,1.0
U0009542,withdraw_address,WITHDRAW_ADDRESS_0004024,1.0
U0009542,ip,IP_0001835,0.25
U0006090,device,DEVICE_0005971,1.0
U0006090,email,EMAIL_0001437,0.85
U0006090,mobile,MOBILE_0006305,0.95
U0006090,kyc_id,KYC_ID_0005908,1.0
U0006090,withdraw_address,WITHDRAW_ADDRESS_0001235,1.0
U0006090,ip,IP_0003294,0.25
U0006090,ip,IP_0002143,0.25
U0006090,withdraw_address,WITHDRAW_ADDRESS_0005001,1.0
U0007646,device,DEVICE_0005588,1.0
U0007646,email,EMAIL_0006194,0.85
U0007646,mobile,MOBILE_0000070,0.95
U0007646,kyc_id,KYC_ID_0004221,1.0
U0007646,withdraw_address,WITHDRAW_ADDRESS_0004403,1.0
U0007646,ip,IP_0000903,0.25
U0008595,device,DEVICE_0005698,1.0
U0008595,email,EMAIL_0000109,0.85
U0008595,mobile,MOBILE_0008997,0.95
U0008595,kyc_id,KYC_ID_0000191,1.0
U0008595,withdraw_address,WITHDRAW_ADDRESS_0001777,1.0
U0008595,ip,IP_0003201,0.25
U0007658,device,DEVICE_0005421,1.0
U0007658,email,EMAIL_0004065,0.85
U0007658,mobile,MOBILE_0008387,0.95
U0007658,kyc_id,KYC_ID_0008196,1.0
U0007658,withdraw_address,WITHDRAW_ADDRESS_0004688,1.0
U0007658,ip,IP_0001167,0.25
U0003875,device,DEVICE_0004290,1.0
U0003875,email,EMAIL_0003185,0.85
U0003875,mobile,MOBILE_0006457,0.95
U0003875,kyc_id,KYC_ID_0001792,1.0
U0003875,withdraw_address,WITHDRAW_ADDRESS_0007795,1.0
U0003875,ip,IP_0001148,0.25
U0004947,device,DEVICE_0005188,1.0
U0004947,email,EMAIL_0001786,0.85
U0004947,mobile,MOBILE_0003085,0.95
U0004947,kyc_id,KYC_ID_0005713,1.0
U0004947,withdraw_address,WITHDRAW_ADDRESS_0005517,1.0
U0004947,ip,IP_0002283,0.25
U0004947,device,DEVICE_0005594,1.0
U0004947,ip,IP_0003025,0.25
U0006695,device,DEVICE_0004995,1.0
U0006695,email,EMAIL_0007671,0.85
U0006695,mobile,MOBILE_0005699,0.95
U0006695,kyc_id,KYC_ID_0001462,1.0
U0006695,withdraw_address,WITHDRAW_ADDRESS_0001048,1.0
U0006695,ip,IP_0001229,0.25
U0006695,device,DEVICE_0006210,1.0
U0007077,device,DEVICE_0001122,1.0
U0007077,email,EMAIL_0008623,0.85
U0007077,mobile,MOBILE_0001277,0.95
U0007077,kyc_id,KYC_ID_0008914,1.0
U0007077,withdraw_address,WITHDRAW_ADDRESS_0002656,1.0
U0007077,ip,IP_0000751,0.25
U0004039,device,DEVICE_0002951,1.0
U0004039,email,EMAIL_0005629,0.85
U0004039,mobile,MOBILE_0006812,0.95
U0004039,kyc_id,KYC_ID_0008325,1.0
U0004039,withdraw_address,WITHDRAW_ADDRESS_0004886,1.0
U0004039,ip,IP_0002305,0.25
U0009504,device,DEVICE_0001429,1.0
U0009504,email,EMAIL_0000149,0.85
U0009504,mobile,MOBILE_0006518,0.95
U0009504,kyc_id,KYC_ID_0004008,1.0
U0009504,withdraw_address,WITHDRAW_ADDRESS_0004451,1.0
