user_id,onboarding_score,dynamic_t1_score,combined_score,automatic_tier,final_tier,risk_source,recommended_actions,str_details_visible
U0009093,0.127971,0.39429,0.282436,L2,L2,automatic_t1,MONITOR,False
U0008396,0.213452,0.332385,0.282433,L2,L2,automatic_t1,MONITOR,False
U0009916,0.128765,0.393625,0.282384,L2,L2,automatic_t1,MONITOR,False
U0000133,0.250413,0.305524,0.282377,L2,L2,automatic_t1,MONITOR,False
U0003509,0.188672,0.35011,0.282306,L2,L2,automatic_t1,MONITOR,False
U0005608,0.224586,0.324093,0.2823,L2,L2,automatic_t1,MONITOR,False
U0001796,0.26032,0.298128,0.282249,L2,L2,automatic_t1,MONITOR,False
U0009427,0.147282,0.379948,0.282229,L2,L2,automatic_t1,MONITOR,False
U0005517,0.220654,0.326791,0.282214,L2,L2,automatic_t1,MONITOR,False
U0002152,0.210489,0.334055,0.282158,L2,L2,automatic_t1,MONITOR,False
U0000379,0.289476,0.276791,0.282119,L2,L2,automatic_t1,MONITOR,False
U0004674,0.244669,0.309214,0.282105,L2,L2,automatic_t1,MONITOR,False
U0008831,0.378832,0.212005,0.282072,L2,L2,automatic_t1,MONITOR,False
U0004640,0.317571,0.25629,0.282028,L2,L2,automatic_t1,MONITOR,False
U0004703,0.231926,0.318208,0.28197,L2,L2,automatic_t1,MONITOR,False
U0002384,0.182011,0.354298,0.281937,L2,L2,automatic_t1,MONITOR,False
U0008414,0.198146,0.342597,0.281928,L2,L2,automatic_t1,MONITOR,False
U0005384,0.199574,0.341542,0.281916,L2,L2,automatic_t1,MONITOR,False
U0003474,0.232482,0.317641,0.281874,L2,L2,automatic_t1,MONITOR,False
U0009478,0.157326,0.371964,0.281816,L2,L2,automatic_t1,MONITOR,False
U0009076,0.255592,0.300787,0.281805,L2,L2,automatic_t1,MONITOR,False
U0005261,0.172993,0.360489,0.281741,L2,L2,automatic_t1,MONITOR,False
U0004199,0.16463,0.366535,0.281735,L2,L2,automatic_t1,MONITOR,False
U0009325,0.282473,0.281173,0.281719,L2,L2,automatic_t1,MONITOR,False
U0006141,0.230255,0.318895,0.281666,L2,L2,automatic_t1,MONITOR,False
U0005093,0.153347,0.374559,0.28165,L2,L2,automatic_t1,MONITOR,False
U0003437,0.209526,0.333874,0.281648,L2,L2,automatic_t1,MONITOR,False
U0003704,0.15593,0.372627,0.281614,L2,L2,automatic_t1,MONITOR,False
U0000990,0.20667,0.335862,0.281601,L2,L2,automatic_t1,MONITOR,False
U0006198,0.228093,0.320308,0.281578,L2,L2,automatic_t1,MONITOR,False
U0003067,0.125834,0.39434,0.281568,L2,L2,automatic_t1,MONITOR,False
U0001429,0.135907,0.386803,0.281427,L2,L2,automatic_t1,MONITOR,False
U0008354,0.145831,0.379559,0.281393,L2,L2,automatic_t1,MONITOR,False
U0006566,0.273731,0.286928,0.281385,L2,L2,automatic_t1,MONITOR,False
U0001947,0.248604,0.305061,0.281349,L2,L2,automatic_t1,MONITOR,False
U0003466,0.188655,0.348464,0.281344,L2,L2,automatic_t1,MONITOR,False
U0008537,0.207018,0.335092,0.281301,L2,L2,automatic_t1,MONITOR,False
U0007610,0.272618,0.287521,0.281262,L2,L2,automatic_t1,MONITOR,False
U0000450,0.251394,0.30283,0.281226,L2,L2,automatic_t1,MONITOR,False
U0008452,0.297214,0.269637,0.281219,L2,L2,automatic_t1,MONITOR,False
U0003426,0.16515,0.365242,0.281203,L2,L2,automatic_t1,MONITOR,False
U0006652,0.254526,0.300387,0.281125,L2,L2,automatic_t1,MONITOR,False
U0000696,0.253344,0.301224,0.281115,L2,L2,automatic_t1,MONITOR,False
U0001684,0.142298,0.381485,0.281026,L2,L2,automatic_t1,MONITOR,False
U0005825,0.326563,0.248051,0.281026,L2,L2,automatic_t1,MONITOR,False
U0002783,0.229238,0.318494,0.281007,L2,L2,automatic_t1,MONITOR,False
U0005232,0.144304,0.37999,0.281002,L2,L2,automatic_t1,MONITOR,False
U0003839,0.17921,0.354698,0.280993,L2,L2,automatic_t1,MONITOR,False
U0003911,0.178248,0.355374,0.280981,L2,L2,automatic_t1,MONITOR,False
U0000232,0.107767,0.406353,0.280947,L2,L2,automatic_t1,MONITOR,False
U0001775,0.237428,0.312352,0.280884,L2,L2,automatic_t1,MONITOR,False
U0004403,0.228048,0.319133,0.280877,L2,L2,automatic_t1,MONITOR,False
U0002193,0.228438,0.318815,0.280857,L2,L2,automatic_t1,MONITOR,False
U0005507,0.370882,0.215485,0.280752,L2,L2,automatic_t1,MONITOR,False
U0005687,0.208752,0.332876,0.280744,L2,L2,automatic_t1,MONITOR,False
U0004871,0.264226,0.292669,0.280723,L2,L2,automatic_t1,MONITOR,False
U0005087,0.297575,0.26852,0.280723,L2,L2,automatic_t1,MONITOR,False
U0005069,0.327082,0.247099,0.280692,L2,L2,automatic_t1,MONITOR,False
U0006443,0.26564,0.291564,0.280676,L2,L2,automatic_t1,MONITOR,False
U0000756,0.207834,0.33336,0.280639,L2,L2,automatic_t1,MONITOR,False
U0007452,0.218911,0.32529,0.280611,L2,L2,automatic_t1,MONITOR,False
U0001184,0.294401,0.270623,0.28061,L2,L2,automatic_t1,MONITOR,False
U0000647,0.188985,0.346938,0.280597,L2,L2,automatic_t1,MONITOR,False
U0009960,0.235751,0.312995,0.280552,L2,L2,automatic_t1,MONITOR,False
U0003873,0.157915,0.369355,0.28055,L2,L2,automatic_t1,MONITOR,False
U0005312,0.256822,0.297717,0.280541,L2,L2,automatic_t1,MONITOR,False
U0009147,0.265436,0.291471,0.280536,L2,L2,automatic_t1,MONITOR,False
U0007068,0.173559,0.357861,0.280454,L2,L2,automatic_t1,MONITOR,False
U0008824,0.289978,0.273555,0.280453,L2,L2,automatic_t1,MONITOR,False
U0000675,0.174883,0.356889,0.280446,L2,L2,automatic_t1,MONITOR,False
U0007466,0.157318,0.369538,0.280405,L2,L2,automatic_t1,MONITOR,False
U0005178,0.28478,0.277137,0.280347,L2,L2,automatic_t1,MONITOR,False
U0002415,0.146326,0.377297,0.280289,L2,L2,automatic_t1,MONITOR,False
U0003858,0.042483,0.452256,0.280151,L2,L2,automatic_t1,MONITOR,False
U0005928,0.158832,0.367927,0.280107,L2,L2,automatic_t1,MONITOR,False
U0005079,0.219221,0.324175,0.280094,L2,L2,automatic_t1,MONITOR,False
U0005370,0.196109,0.340866,0.280069,L2,L2,automatic_t1,MONITOR,False
U0008693,0.304217,0.262497,0.28002,L2,L2,automatic_t1,MONITOR,False
U0003892,0.294702,0.269293,0.279965,L2,L2,automatic_t1,MONITOR,False
U0002613,0.19976,0.337919,0.279892,L2,L2,automatic_t1,MONITOR,False
U0007560,0.305434,0.2613,0.279836,L2,L2,automatic_t1,MONITOR,False
U0001093,0.184226,0.349011,0.279801,L2,L2,automatic_t1,MONITOR,False
U0004231,0.154463,0.370552,0.279795,L2,L2,automatic_t1,MONITOR,False
U0008823,0.141324,0.380044,0.279782,L2,L2,automatic_t1,MONITOR,False
U0001810,0.152681,0.371697,0.27971,L2,L2,automatic_t1,MONITOR,False
U0007081,0.241532,0.307243,0.279645,L2,L2,automatic_t1,MONITOR,False
U0000349,0.238063,0.309685,0.279604,L2,L2,automatic_t1,MONITOR,False
U0004615,0.182231,0.349944,0.279504,L2,L2,automatic_t1,MONITOR,False
U0005258,0.203577,0.334429,0.279471,L2,L2,automatic_t1,MONITOR,False
U0006579,0.135573,0.383618,0.279439,L2,L2,automatic_t1,MONITOR,False
U0002869,0.245982,0.303527,0.279358,L2,L2,automatic_t1,MONITOR,False
U0004815,0.214083,0.326619,0.279354,L2,L2,automatic_t1,MONITOR,False
U0006546,0.259284,0.293878,0.279349,L2,L2,automatic_t1,MONITOR,False
U0002891,0.218657,0.323176,0.279278,L2,L2,automatic_t1,MONITOR,False
U0004436,0.189437,0.344315,0.279266,L2,L2,automatic_t1,MONITOR,False
U0004167,0.240349,0.307354,0.279212,L2,L2,automatic_t1,MONITOR,False
U0005531,0.152173,0.371124,0.279165,L2,L2,automatic_t1,MONITOR,False
U0008955,0.212593,0.327371,0.279165,L2,L2,automatic_t1,MONITOR,False
U0004936,0.166281,0.360876,0.279146,L2,L2,automatic_t1,MONITOR,False
U0008275,0.177826,0.352497,0.279135,L2,L2,automatic_t1,MONITOR,False
U0008084,0.23212,0.313146,0.279115,L2,L2,automatic_t1,MONITOR,False
U0008583,0.184815,0.347381,0.279103,L2,L2,automatic_t1,MONITOR,False
U0003013,0.179061,0.35154,0.279099,L2,L2,automatic_t1,MONITOR,False
U0004561,0.231205,0.313777,0.279097,L2,L2,automatic_t1,MONITOR,False
U0006629,0.12287,0.392197,0.27908,L2,L2,automatic_t1,MONITOR,False
U0005433,0.073426,0.427971,0.279063,L2,L2,automatic_t1,MONITOR,False
U0007860,0.232617,0.312616,0.279016,L2,L2,automatic_t1,MONITOR,False
U0000506,0.290027,0.271025,0.279006,L2,L2,automatic_t1,MONITOR,False
U0004947,0.130044,0.386865,0.279,L2,L2,automatic_t1,MONITOR,False
U0006924,0.357123,0.22232,0.278938,L2,L2,automatic_t1,MONITOR,False
U0004137,0.15855,0.366098,0.278928,L2,L2,automatic_t1,MONITOR,False
U0006160,0.253399,0.297376,0.278906,L2,L2,automatic_t1,MONITOR,False
U0005262,0.268215,0.286627,0.278894,L2,L2,automatic_t1,MONITOR,False
U0008728,0.258245,0.293838,0.278889,L2,L2,automatic_t1,MONITOR,False
U0004112,0.179633,0.35076,0.278887,L2,L2,automatic_t1,MONITOR,False
U0001991,0.207347,0.330656,0.278866,L2,L2,automatic_t1,MONITOR,False
U0005964,0.215769,0.324473,0.278817,L2,L2,automatic_t1,MONITOR,False
U0009934,0.239789,0.307022,0.278784,L2,L2,automatic_t1,MONITOR,False
U0009944,0.121648,0.392543,0.278767,L2,L2,automatic_t1,MONITOR,False
U0006852,0.151652,0.370808,0.278763,L2,L2,automatic_t1,MONITOR,False
U0003908,0.234246,0.310979,0.278751,L2,L2,automatic_t1,MONITOR,False
U0004129,0.24373,0.30411,0.27875,L2,L2,automatic_t1,MONITOR,False
U0007969,0.218954,0.322046,0.278748,L2,L2,automatic_t1,MONITOR,False
U0005498,0.126628,0.388895,0.278743,L2,L2,automatic_t1,MONITOR,False
U0002777,0.193516,0.340371,0.278691,L2,L2,automatic_t1,MONITOR,False
U0001694,0.346724,0.229382,0.278665,L2,L2,automatic_t1,MONITOR,False
U0008680,0.323714,0.24604,0.278663,L2,L2,automatic_t1,MONITOR,False
U0007826,0.112645,0.398829,0.278632,L2,L2,automatic_t1,MONITOR,False
U0001982,0.27806,0.279027,0.278621,L2,L2,automatic_t1,MONITOR,False
U0002865,0.225605,0.316957,0.278589,L2,L2,automatic_t1,MONITOR,False
U0002088,0.22757,0.31551,0.278575,L2,L2,automatic_t1,MONITOR,False
U0001815,0.220444,0.320578,0.278522,L2,L2,automatic_t1,MONITOR,False
U0004023,0.114345,0.397356,0.278492,L2,L2,automatic_t1,MONITOR,False
U0005738,0.283335,0.274921,0.278455,L2,L2,automatic_t1,MONITOR,False
U0009565,0.083469,0.419652,0.278455,L2,L2,automatic_t1,MONITOR,False
U0006900,0.302792,0.260697,0.278377,L2,L2,automatic_t1,MONITOR,False
U0003768,0.223728,0.317891,0.278342,L2,L2,automatic_t1,MONITOR,False
U0003921,0.226408,0.315881,0.278302,L2,L2,automatic_t1,MONITOR,False
U0009754,0.104215,0.404298,0.278263,L2,L2,automatic_t1,MONITOR,False
U0007852,0.165254,0.36004,0.27823,L2,L2,automatic_t1,MONITOR,False
U0002697,0.149816,0.371202,0.27822,L2,L2,automatic_t1,MONITOR,False
U0009106,0.204202,0.331812,0.278216,L2,L2,automatic_t1,MONITOR,False
U0003057,0.290759,0.269025,0.278153,L2,L2,automatic_t1,MONITOR,False
U0009146,0.195447,0.338005,0.278131,L2,L2,automatic_t1,MONITOR,False
U0000567,0.142595,0.376273,0.278128,L2,L2,automatic_t1,MONITOR,False
U0000254,0.155475,0.366938,0.278124,L2,L2,automatic_t1,MONITOR,False
U0001543,0.143748,0.375386,0.278098,L2,L2,automatic_t1,MONITOR,False
U0006052,0.320669,0.247259,0.278091,L2,L2,automatic_t1,MONITOR,False
U0005126,0.231218,0.311925,0.278028,L2,L2,automatic_t1,MONITOR,False
U0003999,0.214521,0.323974,0.278004,L2,L2,automatic_t1,MONITOR,False
U0007591,0.194613,0.338347,0.277979,L2,L2,automatic_t1,MONITOR,False
U0006183,0.241783,0.304169,0.277967,L2,L2,automatic_t1,MONITOR,False
U0007963,0.185472,0.344936,0.277961,L2,L2,automatic_t1,MONITOR,False
U0009080,0.156588,0.365809,0.277936,L2,L2,automatic_t1,MONITOR,False
U0000520,0.172983,0.35387,0.277897,L2,L2,automatic_t1,MONITOR,False
U0004033,0.200482,0.333877,0.277851,L2,L2,automatic_t1,MONITOR,False
U0001666,0.195983,0.337048,0.2778,L2,L2,automatic_t1,MONITOR,False
U0002302,0.269922,0.283495,0.277794,L2,L2,automatic_t1,MONITOR,False
U0008405,0.171765,0.35447,0.277734,L2,L2,automatic_t1,MONITOR,False
U0003131,0.236972,0.307219,0.277715,L2,L2,automatic_t1,MONITOR,False
U0007581,0.254059,0.294809,0.277694,L2,L2,automatic_t1,MONITOR,False
U0009092,0.230231,0.312023,0.277671,L2,L2,automatic_t1,MONITOR,False
U0005804,0.183604,0.34568,0.277608,L2,L2,automatic_t1,MONITOR,False
U0001673,0.278399,0.276935,0.27755,L2,L2,automatic_t1,MONITOR,False
U0000213,0.275096,0.279265,0.277514,L2,L2,automatic_t1,MONITOR,False
U0000989,0.097316,0.407912,0.277461,L2,L2,automatic_t1,MONITOR,False
U0007760,0.22628,0.314477,0.277434,L2,L2,automatic_t1,MONITOR,False
U0004579,0.088453,0.414129,0.277345,L2,L2,automatic_t1,MONITOR,False
U0001247,0.231572,0.310374,0.277277,L2,L2,automatic_t1,MONITOR,False
U0007668,0.167167,0.356981,0.277259,L2,L2,automatic_t1,MONITOR,False
U0004831,0.284288,0.272085,0.27721,L2,L2,automatic_t1,MONITOR,False
U0007412,0.19542,0.336423,0.277202,L2,L2,automatic_t1,MONITOR,False
U0003662,0.379636,0.203016,0.277196,L2,L2,automatic_t1,MONITOR,False
U0008850,0.341117,0.230876,0.277177,L2,L2,automatic_t1,MONITOR,False
U0005374,0.278939,0.275828,0.277135,L2,L2,automatic_t1,MONITOR,False
U0004357,0.277745,0.276684,0.27713,L2,L2,automatic_t1,MONITOR,False
U0004743,0.237641,0.305569,0.277039,L2,L2,automatic_t1,MONITOR,False
U0003597,0.090821,0.411772,0.276973,L2,L2,automatic_t1,MONITOR,False
U0008867,0.279816,0.274894,0.276961,L2,L2,automatic_t1,MONITOR,False
U0003215,0.180219,0.346807,0.27684,L2,L2,automatic_t1,MONITOR,False
U0008825,0.211669,0.324028,0.276837,L2,L2,automatic_t1,MONITOR,False
U0006226,0.234525,0.307167,0.276658,L2,L2,automatic_t1,MONITOR,False
U0008166,0.150515,0.367992,0.276652,L2,L2,automatic_t1,MONITOR,False
U0009542,0.150648,0.367887,0.276647,L2,L2,automatic_t1,MONITOR,False
U0007074,0.337631,0.232443,0.276622,L2,L2,automatic_t1,MONITOR,False
U0008898,0.186518,0.341775,0.276567,L2,L2,automatic_t1,MONITOR,False
U0009033,0.192085,0.337679,0.276529,L2,L2,automatic_t1,MONITOR,False
U0004691,0.208837,0.325531,0.276519,L2,L2,automatic_t1,MONITOR,False
U0008197,0.257421,0.290266,0.276471,L2,L2,automatic_t1,MONITOR,False
U0006834,0.308035,0.253568,0.276444,L2,L2,automatic_t1,MONITOR,False
U0008987,0.305568,0.255349,0.276441,L2,L2,automatic_t1,MONITOR,False
U0000595,0.22495,0.313713,0.276433,L2,L2,automatic_t1,MONITOR,False
U0001122,0.247231,0.297556,0.276419,L2,L2,automatic_t1,MONITOR,False
U0007267,0.33543,0.233595,0.276366,L2,L2,automatic_t1,MONITOR,False
U0004065,0.219018,0.317867,0.276351,L2,L2,automatic_t1,MONITOR,False
U0000500,0.275256,0.277105,0.276328,L2,L2,automatic_t1,MONITOR,False
U0006265,0.237911,0.30407,0.276284,L2,L2,automatic_t1,MONITOR,False
U0002348,0.304688,0.255487,0.276151,L2,L2,automatic_t1,MONITOR,False
U0006866,0.369569,0.208408,0.276096,L2,L2,automatic_t1,MONITOR,False
U0000784,0.194918,0.334806,0.276053,L2,L2,automatic_t1,MONITOR,False
U0002310,0.210093,0.323796,0.276041,L2,L2,automatic_t1,MONITOR,False
U0000884,0.14532,0.37061,0.275988,L2,L2,automatic_t1,MONITOR,False
U0007254,0.290555,0.265385,0.275956,L2,L2,automatic_t1,MONITOR,False
U0009198,0.150253,0.366957,0.275941,L2,L2,automatic_t1,MONITOR,False
U0005120,0.13378,0.378854,0.275923,L2,L2,automatic_t1,MONITOR,False
U0004195,0.153081,0.364865,0.275916,L2,L2,automatic_t1,MONITOR,False
U0009473,0.255785,0.290353,0.275834,L2,L2,automatic_t1,MONITOR,False
U0001937,0.173108,0.350053,0.275736,L2,L2,automatic_t1,MONITOR,False
U0002768,0.236529,0.304119,0.275731,L2,L2,automatic_t1,MONITOR,False
U0007384,0.319758,0.243715,0.275653,L2,L2,automatic_t1,MONITOR,False
U0007292,0.23114,0.307881,0.27565,L2,L2,automatic_t1,MONITOR,False
U0007517,0.103144,0.400558,0.275644,L2,L2,automatic_t1,MONITOR,False
U0004990,0.31383,0.247988,0.275642,L2,L2,automatic_t1,MONITOR,False
U0004080,0.26673,0.281995,0.275584,L2,L2,automatic_t1,MONITOR,False
U0008369,0.328298,0.237411,0.275584,L2,L2,automatic_t1,MONITOR,False
U0000995,0.289757,0.265312,0.275579,L2,L2,automatic_t1,MONITOR,False
U0000957,0.215967,0.31869,0.275546,L2,L2,automatic_t1,MONITOR,False
U0009023,0.20589,0.325968,0.275535,L2,L2,automatic_t1,MONITOR,False
U0007135,0.137653,0.375295,0.275485,L2,L2,automatic_t1,MONITOR,False
U0009107,0.264298,0.283587,0.275485,L2,L2,automatic_t1,MONITOR,False
U0002459,0.161139,0.35817,0.275417,L2,L2,automatic_t1,MONITOR,False
U0001291,0.120079,0.387868,0.275397,L2,L2,automatic_t1,MONITOR,False
U0008386,0.219515,0.315863,0.275397,L2,L2,automatic_t1,MONITOR,False
U0006047,0.317555,0.244845,0.275383,L2,L2,automatic_t1,MONITOR,False
U0001638,0.185938,0.340144,0.275378,L2,L2,automatic_t1,MONITOR,False
U0005553,0.201965,0.328521,0.275368,L2,L2,automatic_t1,MONITOR,False
U0002341,0.081346,0.415728,0.275287,L2,L2,automatic_t1,MONITOR,False
U0007901,0.25815,0.287692,0.275284,L2,L2,automatic_t1,MONITOR,False
U0000463,0.091747,0.408127,0.275247,L2,L2,automatic_t1,MONITOR,False
U0004730,0.105686,0.398006,0.275231,L2,L2,automatic_t1,MONITOR,False
U0007067,0.266852,0.281286,0.275223,L2,L2,automatic_t1,MONITOR,False
U0000093,0.255476,0.289447,0.275179,L2,L2,automatic_t1,MONITOR,False
U0008463,0.126447,0.382801,0.275132,L2,L2,automatic_t1,MONITOR,False
U0001369,0.172754,0.349222,0.275106,L2,L2,automatic_t1,MONITOR,False
U0001687,0.361204,0.212759,0.275106,L2,L2,automatic_t1,MONITOR,False
U0003344,0.205093,0.325803,0.275105,L2,L2,automatic_t1,MONITOR,False
U0002323,0.228909,0.308552,0.275102,L2,L2,automatic_t1,MONITOR,False
U0004379,0.373727,0.203674,0.275096,L2,L2,automatic_t1,MONITOR,False
U0007167,0.225257,0.311186,0.275096,L2,L2,automatic_t1,MONITOR,False
U0009769,0.21699,0.317167,0.275093,L2,L2,automatic_t1,MONITOR,False
U0009785,0.309559,0.250132,0.275091,L2,L2,automatic_t1,MONITOR,False
U0004365,0.206695,0.324509,0.275027,L2,L2,automatic_t1,MONITOR,False
U0002147,0.148327,0.366718,0.274994,L2,L2,automatic_t1,MONITOR,False
U0005330,0.166449,0.353535,0.274959,L2,L2,automatic_t1,MONITOR,False
U0006458,0.164957,0.354607,0.274954,L2,L2,automatic_t1,MONITOR,False
U0000785,0.124148,0.384128,0.274936,L2,L2,automatic_t1,MONITOR,False
U0003103,0.283281,0.268822,0.274895,L2,L2,automatic_t1,MONITOR,False
U0000621,0.174071,0.347875,0.274877,L2,L2,automatic_t1,MONITOR,False
U0001479,0.204796,0.325567,0.274843,L2,L2,automatic_t1,MONITOR,False
U0006300,0.275048,0.274655,0.27482,L2,L2,automatic_t1,MONITOR,False
U0004123,0.207752,0.323378,0.274815,L2,L2,automatic_t1,MONITOR,False
U0005623,0.131962,0.378242,0.274805,L2,L2,automatic_t1,MONITOR,False
U0009449,0.265605,0.281455,0.274798,L2,L2,automatic_t1,MONITOR,False
U0007447,0.197502,0.330723,0.27477,L2,L2,automatic_t1,MONITOR,False
U0002064,0.180201,0.343234,0.27476,L2,L2,automatic_t1,MONITOR,False
U0009999,0.18762,0.337853,0.274756,L2,L2,automatic_t1,MONITOR,False
U0000136,0.149094,0.365665,0.274705,L2,L2,automatic_t1,MONITOR,False
U0006223,0.192998,0.333865,0.274701,L2,L2,automatic_t1,MONITOR,False
U0009809,0.148154,0.366298,0.274678,L2,L2,automatic_t1,MONITOR,False
U0001127,0.228287,0.308227,0.274652,L2,L2,automatic_t1,MONITOR,False
U0002709,0.207279,0.32332,0.274583,L2,L2,automatic_t1,MONITOR,False
U0002080,0.178646,0.343949,0.274522,L2,L2,automatic_t1,MONITOR,False
U0009716,0.280566,0.270075,0.274481,L2,L2,automatic_t1,MONITOR,False
U0006607,0.25192,0.290811,0.274476,L2,L2,automatic_t1,MONITOR,False
U0007562,0.078331,0.416491,0.274464,L2,L2,automatic_t1,MONITOR,False
U0008082,0.121776,0.384981,0.274435,L2,L2,automatic_t1,MONITOR,False
U0005639,0.173351,0.347577,0.274402,L2,L2,automatic_t1,MONITOR,False
U0008343,0.160583,0.35668,0.274319,L2,L2,automatic_t1,MONITOR,False
U0003590,0.139454,0.371959,0.274307,L2,L2,automatic_t1,MONITOR,False
U0008931,0.273638,0.274785,0.274303,L2,L2,automatic_t1,MONITOR,False
U0006984,0.290514,0.262458,0.274242,L2,L2,automatic_t1,MONITOR,False
U0003799,0.266824,0.279592,0.27423,L2,L2,automatic_t1,MONITOR,False
U0004873,0.241507,0.297839,0.27418,L2,L2,automatic_t1,MONITOR,False
U0007742,0.191532,0.333907,0.274109,L2,L2,automatic_t1,MONITOR,False
U0004983,0.345053,0.222668,0.27407,L2,L2,automatic_t1,MONITOR,False
U0003059,0.243837,0.295952,0.274064,L2,L2,automatic_t1,MONITOR,False
U0001473,0.272064,0.275467,0.274038,L2,L2,automatic_t1,MONITOR,False
U0008399,0.220444,0.31284,0.274034,L2,L2,automatic_t1,MONITOR,False
U0008511,0.187693,0.336505,0.274004,L2,L2,automatic_t1,MONITOR,False
U0006553,0.20542,0.32363,0.273982,L2,L2,automatic_t1,MONITOR,False
U0003184,0.154833,0.360256,0.273978,L2,L2,automatic_t1,MONITOR,False
U0002751,0.173904,0.346431,0.27397,L2,L2,automatic_t1,MONITOR,False
U0003900,0.297765,0.256725,0.273962,L2,L2,automatic_t1,MONITOR,False
U0002687,0.230721,0.305198,0.273918,L2,L2,automatic_t1,MONITOR,False
U0008642,0.216518,0.315475,0.273913,L2,L2,automatic_t1,MONITOR,False
U0008219,0.183413,0.339433,0.273905,L2,L2,automatic_t1,MONITOR,False
U0003424,0.111596,0.391349,0.273853,L2,L2,automatic_t1,MONITOR,False
U0007216,0.241772,0.297059,0.273838,L2,L2,automatic_t1,MONITOR,False
U0006793,0.151514,0.362185,0.273703,L2,L2,automatic_t1,MONITOR,False
U0002822,0.218858,0.313399,0.273692,L2,L2,automatic_t1,MONITOR,False
U0001820,0.191524,0.333146,0.273665,L2,L2,automatic_t1,MONITOR,False
U0009691,0.102763,0.39734,0.273618,L2,L2,automatic_t1,MONITOR,False
U0002725,0.263485,0.280935,0.273606,L2,L2,automatic_t1,MONITOR,False
U0004126,0.212906,0.317542,0.273595,L2,L2,automatic_t1,MONITOR,False
U0002752,0.21033,0.319258,0.273508,L2,L2,automatic_t1,MONITOR,False
U0003045,0.1849,0.337664,0.273503,L2,L2,automatic_t1,MONITOR,False
U0000824,0.256278,0.285921,0.273471,L2,L2,automatic_t1,MONITOR,False
U0005562,0.208905,0.320185,0.273447,L2,L2,automatic_t1,MONITOR,False
U0005609,0.1945,0.330597,0.273436,L2,L2,automatic_t1,MONITOR,False
U0006648,0.179141,0.341717,0.273435,L2,L2,automatic_t1,MONITOR,False
U0000952,0.144648,0.366681,0.273427,L2,L2,automatic_t1,MONITOR,False
U0002874,0.081689,0.412152,0.273358,L2,L2,automatic_t1,MONITOR,False
U0000428,0.188023,0.335134,0.273348,L2,L2,automatic_t1,MONITOR,False
U0006798,0.152889,0.360485,0.273295,L2,L2,automatic_t1,MONITOR,False
U0004016,0.18868,0.334521,0.273268,L2,L2,automatic_t1,MONITOR,False
U0000452,0.258217,0.284165,0.273267,L2,L2,automatic_t1,MONITOR,False
U0005548,0.122715,0.382225,0.273231,L2,L2,automatic_t1,MONITOR,False
U0007006,0.165325,0.35135,0.27322,L2,L2,automatic_t1,MONITOR,False
U0002251,0.282593,0.266415,0.27321,L2,L2,automatic_t1,MONITOR,False
U0002997,0.266759,0.277878,0.273208,L2,L2,automatic_t1,MONITOR,False
U0000047,0.187028,0.335599,0.2732,L2,L2,automatic_t1,MONITOR,False
U0009913,0.221248,0.310805,0.273191,L2,L2,automatic_t1,MONITOR,False
U0001833,0.203549,0.323601,0.273179,L2,L2,automatic_t1,MONITOR,False
U0004118,0.273132,0.273202,0.273173,L2,L2,automatic_t1,MONITOR,False
U0000191,0.164144,0.352103,0.273161,L2,L2,automatic_t1,MONITOR,False
U0009900,0.285711,0.264048,0.273146,L2,L2,automatic_t1,MONITOR,False
U0006554,0.174278,0.344722,0.273136,L2,L2,automatic_t1,MONITOR,False
U0009517,0.322786,0.237182,0.273136,L2,L2,automatic_t1,MONITOR,False
U0009689,0.197562,0.327812,0.273107,L2,L2,automatic_t1,MONITOR,False
U0007100,0.195228,0.329465,0.273086,L2,L2,automatic_t1,MONITOR,False
U0001086,0.209596,0.319003,0.273052,L2,L2,automatic_t1,MONITOR,False
U0004798,0.252173,0.288143,0.273036,L2,L2,automatic_t1,MONITOR,False
U0009195,0.127539,0.378321,0.272992,L2,L2,automatic_t1,MONITOR,False
U0007894,0.211054,0.317818,0.272977,L2,L2,automatic_t1,MONITOR,False
U0007086,0.131441,0.375442,0.272961,L2,L2,automatic_t1,MONITOR,False
U0005283,0.189447,0.333373,0.272924,L2,L2,automatic_t1,MONITOR,False
U0002566,0.144023,0.366238,0.272908,L2,L2,automatic_t1,MONITOR,False
U0009532,0.156222,0.357393,0.272901,L2,L2,automatic_t1,MONITOR,False
U0002274,0.208384,0.319515,0.27284,L2,L2,automatic_t1,MONITOR,False
U0004460,0.120439,0.383196,0.272838,L2,L2,automatic_t1,MONITOR,False
U0009031,0.166572,0.349745,0.272813,L2,L2,automatic_t1,MONITOR,False
U0001770,0.182305,0.338271,0.272765,L2,L2,automatic_t1,MONITOR,False
U0007480,0.28002,0.267386,0.272692,L2,L2,automatic_t1,MONITOR,False
U0004363,0.263895,0.278964,0.272635,L2,L2,automatic_t1,MONITOR,False
U0003823,0.193903,0.329517,0.272559,L2,L2,automatic_t1,MONITOR,False
U0007283,0.092099,0.403217,0.272548,L2,L2,automatic_t1,MONITOR,False
U0003530,0.191725,0.331017,0.272515,L2,L2,automatic_t1,MONITOR,False
U0003070,0.203066,0.322786,0.272504,L2,L2,automatic_t1,MONITOR,False
U0006624,0.138612,0.369411,0.272475,L2,L2,automatic_t1,MONITOR,False
U0002882,0.355624,0.212213,0.272446,L2,L2,automatic_t1,MONITOR,False
